utterances,labels
I am looking for a train out of peterborough.,default
Are there any trains that leave on Thursday?,default
Is there any that arrive closer to 15:45?,default
Could I have the travel time and departure time for that one? Also I'm looking for a chinese restaurant that is expensive.,default
"No thank you, I'm looking for one that is in the south.",default
I'll try the Peking Restaurant. Can you book a table for Thursday for 7 people at 18:15?,default
That sounds great. Thank you very much!,default
"That is all, thank you for your help.",default
I am looking at a place to eat that serves venetian food in the centre.,default
Do you have any Chinese restaurants?,default
I was hoping for an expensive restaurant.,default
"Can I book at the Ugly Duckling for 4 people, at 12:00 on wednesday please?",default
Thank you! Can't wait!,default
That's all I needed. Thanks,default
I would like help finding a train headed to Cambridge.,default
Departing from London Kings Cross on Tuesday.,default
I need to arrive by 18:30.,default
"Can I get the price for a ticket, first?",default
Thanks! I am also looking for a hotel called Archway House. Can you tell me if they have free wifi?,default
"I would first like to know what their price range and hotel type are, thank you.",default
"Thank you, but no. You've already helped me with everything I needed today.",default
I need a train that leaves on Monday going to Cambridge.,default
"Yes, I'll be departing from London Kings Cross. I'd also like to arrive in Cambridge by 10:30.",default
The booking is for 8 people. If the train can accommodate that number of people please book the train and provide a reference number.,default
"Thanks! I'm also looking for the Curry Prince restaurant, do you know where that is?",default
What area is that in?,default
"Yes, I would like a reservation.",default
I need it for 8 people.,default
"Actually, I won't be able to stay in town for dinner this time. Thanks for everything you've helped me with. Bye.",default
I am looking for a dining place that serves Indian food.,default
Expensive would be great.,default
That sounds great. Please make me a reservation for 6 at 13:15 on Friday,default
I already told you how many people. are you paying attention?,default
"Wait, is that curry garden or a different restaurant you've booked for me?",default
I Cocum an Indian restaurant? We didn't discuss Cocum at all.,default
I also looking for a train. The train should go to cambridge and should depart from stansted airport.,default
I need to the train on Friday and I need to arrive by 8:00.,default
"I don't need to book now. I would like the ticket price, please.",default
That's all I need.,default
No thank you that will be all,default
Can you help me find a 4 star expensive hotel?,default
Is that a guesthouse?,default
Is there a guesthouse available?,default
I would be interested in a guesthouse in the cheap price range if that is available. Will you check for me?,default
I need free internet and I need their postcode.,default
I also need a restaurant with south African food in the centre.,default
"How about a restaurant that serves Italian food, do you have one that you would recommend?",default
"Sure, I would like to book a reservation for that. But first, could you tell me what area the Alexander Bed and Breakfast is in?",default
"Yes, I still need to book a reservation for 8 people at Zizzi Cambridge.",default
"Friday, 17:45.",default
Thank you. That's all I needed. Have a nice day!,default
I am planning a visit to Cambridge very soon and need some information about types of lodging available.,default
"No, I want an expensive hotel with free wi-fi.",default
